"Faculty","Year","Publication"
"Dickson",2014,"E Fleishman, JR Thomson, EL Kalies, BG Dickson, DS Dobkin, M Leu. 2014. Projecting current and future location, quality, and connectivity of habitat for breeding birds in the Great Basin, Ecosphere 5 (7), 1-29."
"Dickson",2014,"T Sankey, B Dickson, S Sesnie, O Wang, A Olsson, L Zachmann. 2014. WorldView-2 high spatial resolution improves desert invasive plant detection, Photogrammetric Engineering & Remote Sensing 80 (9), 885-893."
"Dickson",2014,"O Wang, LJ Zachmann, SE Sesnie, AD Olsson, BG Dickson. 2014. An iterative and targeted sampling design informed by habitat suitability models for detecting focal plant species over extensive areas, PloS ONE 9 (7), e101196."
"Dickson",2014,"BG Dickson, TD Sisk, SE Sesnie, RT Reynolds, SS Rosenstock, CD Vojta, et al.. 2014. Integrating single-species management and landscape conservation using regional habitat occurrence models: the northern goshawk in the Southwest, USA, Landscape Ecology 29 (5), 803-815."
"Dickson",2014,"CT Ray, BG Dickson, TD Sisk, SE Sesnie. 2014. Spatial application of a predictive wildlife occurrence model to assess alternative forest management scenarios in northern Arizona, Forest ecology and management 322, 117-126."
"Dickson",2014,"BG Dickson, GW Roemer, BH McRae, JM Rundall. 2014. Erratum: Models of Regional Habitat Quality and Connectivity for Pumas (Puma concolor) in the Southwestern United States (PLoS ONE (2014) 9: 1 (10.1371/annotation/3e4cab4a-23b1 …, PLoS ONE 9 (1), A128."
"Hoisch",2014,"TD Hoisch, ML Wells, MA Beyene, S Styger, JD Vervoort. 2014. Jurassic Barrovian metamorphism in a western US Cordilleran metamorphic core complex, Funeral Mountains, California, Geology 42 (5), 399-402."
"Huntzinger",2014,"J Zscheischler, AM Michalak, C Schwalm, MD Mahecha, DN Huntzinger, et al.. 2014. Impact of large‐scale climate extremes on biospheric carbon fluxes: An intercomparison based on MsTMIP data, Global Biogeochemical Cycles 28 (6), 585-600."
"Huntzinger",2014,"Y Wei, S Liu, DN Huntzinger, AM Michalak, N Viovy, WM Post, et al.. 2014. The North American carbon program multi-scale synthesis and terrestrial model intercomparison project–Part 2: Environmental driver data, Geoscientific Model Development 7 (6), 2875-2893."
"Huntzinger",2014,"JB Fisher, DN Huntzinger, CR Schwalm, S Sitch. 2014. Modeling the terrestrial biosphere, Annual review of environment and resources 39 (1), 91-123."
"Huntzinger",2014,"JB Fisher, M Sikka, WC Oechel, DN Huntzinger, JR Melton, CD Koven, et al.. 2014. Carbon cycle uncertainty in the Alaskan Arctic, Biogeosciences 11 (15), 4271-4288."
"Huntzinger",2014,"Y Wei, S Liu, DN Huntzinger, AM Michalak, N Viovy, WM Post, et al.. 2014. NACP MsTMIP: Global and North American driver data for multi-model intercomparison, Data set 2014."
"Huntzinger",2014,"J Poco, A Dasgupta, Y Wei, W Hargrove, CR Schwalm, DN Huntzinger, et al.. 2014. Visual reconciliation of alternative similarity spaces in climate modeling, IEEE transactions on visualization and computer graphics 20 (12), 1923-1932."
"Huntzinger",2014,"DN Huntzinger, CR Schwalm, Y Wei, RB Cook, AM Michalak, K Schaefer, et al.. 2014. NACP MsTMIP: Global 0.5-deg terrestrial biosphere model outputs (version 1) in standard format, Data set. Available on-line [http://daac. ornl. gov] from Oak Ridge National … ."
"Huntzinger",2014,"DN Huntzinger, CR SCHWALM, AM Michalak, K Schaefer, Y Wei, et al.. 2014. NACP MsTMIP summary of model structure and characteristics, ORNL DAAC ."
"Huntzinger",2014,"CR Schwalm, DN Huntinzger, RB Cook, Y Wei, IT Baker, RP Neilson, et al.. 2014. A model–data intercomparison of simulated runoff in the contiguous United States: results from the North America Carbon Regional and Continental Interim-Synthesis, Biogeosciences Discussions 11 (1), 1801-1826."
"Huntzinger",2014,"Y Wei, S Liu, D Huntzinger, AM Michalak, N Viovy, WM Post, C Schwalm, et al.. 2014. NACP MsTMIP: global and North American driver data for multi-model intercomparison. Data set. Available on-line [http://daac. ornl. gov] from oak Ridge National Laboratory …, Lab. Distrib. Act. Arch. Center, Oak Ridge, Tennessee, USA ."
"Huntzinger",2014,"AW King, RJ Andres, KJ Davis, M Hafer, DJ Hayes, DN Huntzinger, et al.. 2014. North America’s net terrestrial carbon exchange with the atmosphere 1990–2009, Biogeosci. Discuss 11 (7), 11,027-11,059."
"Johnson",2014,"GDA Werner, JE Strassmann, ABF Ivens, DJP Engelmoer, E Verbruggen, et al.. 2014. Evolution of microbial markets, Proceedings of the National Academy of Sciences 111 (4), 1237-1244."
"Joyal",2014,"T Joyal. 2014. Water, Climate and Land Use in a Non-Stationary Tectonically-Active Humid Tropical Environment, University of Idaho ."
"Kaufman",2014,"NP McKay, DS Kaufman. 2014. An extended Arctic proxy temperature database for the past 2,000 years, Scientific data 1 (1), 1-10."
"Kaufman",2014,"HS Sundqvist, DS Kaufman, NP McKay, NL Balascio, JP Briner, et al.. 2014. Arctic Holocene proxy climate database–new approaches to assessing geochronological accuracy and encoding climate variables, Climate of the Past 10 (4), 1605-1631."
"Kaufman",2014,"A Tomašových, SM Kidwell, RF Barber, DS Kaufman. 2014. Long-term accumulation of carbonate shells reflects a 100-fold drop in loss rate, Geology 42 (9), 819-822."
"Kaufman",2014,"JP Briner, DS Kaufman, O Bennike, MA Kosnik. 2014. Amino acid ratios in reworked marine bivalve shells constrain Greenland Ice Sheet history during the Holocene, Geology 42 (1), 75-78."
"Kaufman",2014,"TA Dexter, DS Kaufman, RA Krause Jr, SLB Wood, MG Simões, et al.. 2014. A continuous multi-millennial record of surficial bivalve mollusk shells from the São Paulo Bight, Brazilian shelf, Quaternary Research 81 (2), 274-283."
"Kaufman",2014,"D Kaufman. 2014. A community‐driven framework for climate reconstructions, Eos, Transactions American Geophysical Union 95 (40), 361-362."
"Kaufman",2014,"HL Bailey, ACG Henderson, HJ Sloane, A Snelling, MJ Leng, et al.. 2014. The effect of species on lacustrine δ18Odiatom and its implications for palaeoenvironmental reconstructions, Journal of Quaternary Science 29 (4), 393-400."
"Kaufman",2014,"PJ Umhoefer, SJ Maloney, B Buchanan, JR Arrowsmith, et al.. 2014. Late Quaternary faulting history of the Carrizal and related faults, La Paz region, Baja California Sur, Mexico, Geosphere 10 (3), 476-504."
"Kaufman",2014,"ACL Krawiec, DS Kaufman. 2014. Holocene storminess inferred from sediments of two lakes on Adak Island, Alaska, Quaternary Research 82 (1), 73-84."
"Kaufman",2014,"A Nesje, J Bakke, SJ Brooks, DS Kaufman, E Kihlberg, M Trachsel, et al.. 2014. Late glacial and Holocene environmental changes inferred from sediments in Lake Myklevatnet, Nordfjord, western Norway, Vegetation history and archaeobotany 23, 229-248."
"Kaufman",2014,"M Kowalewski, D Scarponi, D Kaufman, A Amorosi, JM Wittmer, T Dexter. 2014. STRATIGRAPHIC PALEOBIOLOGY AND HISTORICAL ECOLOGY OF THE QUATERNARY DEPOSYSTEM OF PO PLAIN, GSA ABSTRACTS WITH PROGRAMS 46, 630-630."
"McKay",2014,"NP McKay, DS Kaufman. 2014. An extended Arctic proxy temperature database for the past 2,000 years, Scientific data 1 (1), 1-10."
"McKay",2014,"HS Sundqvist, DS Kaufman, NP McKay, NL Balascio, JP Briner, et al.. 2014. Arctic Holocene proxy climate database–new approaches to assessing geochronological accuracy and encoding climate variables, Climate of the Past 10 (4), 1605-1631."
"McKay",2014,"D Kaufman. 2014. A community‐driven framework for climate reconstructions, Eos, Transactions American Geophysical Union 95 (40), 361-362."
"Mueller",2014,"JM Mueller, JB Loomis. 2014. Does the estimated impact of wildfires vary with the housing price distribution? A quantile regression approach, Land Use Policy 41, 121-127."
"Mueller",2014,"JM Mueller. 2014. Estimating willingness to pay for watershed restoration in Flagstaff, Arizona using dichotomous-choice contingent valuation, Forestry 87 (2), 327-333."
"Mueller",2014,"WD Hansen, JM Mueller, HT Naughton. 2014. Wildfire in hedonic property value studies, Western Economics Forum 13 (1), 23-35."
"Nielsen",2014,"K McSweeney, EA Nielsen, MJ Taylor, DJ Wrathall, Z Pearson, O Wang, et al.. 2014. Drug policy as conservation policy: narco-deforestation, Science 343 (6170), 489-490."
"Nielsen",2014,"CC Harris, DR Becker, EA Nielsen, WJ Mclaughlin. 2014. Public deliberation about salmon restoration impacts: Differences in the input of citizens in different community roles, Journal of Environmental Assessment Policy and Management 16 (04), 1450033."
"Nielsen",2014,"D Egan, E Nielsen. 2014. Issues in forest restoration: The history of the four forest restoration initiative: 1980s-2010, ERI White Paper–Issues in Forest Restoration ."
"Nielsen",2014,"K Azechi, S Nishikizawa, A Barker, DR Becker, T Beckman, HMV Bellen, et al.. 2014. Appiah, DO & B Osman. Environmental, Journal of Environmental Assessment Policy and Management 16 (4)."
"Parnell",2014,"R Parnell, L Berutich, A Henn, N Koressel. 2014. The Campus as a Four-Year Undergraduate Learning Laboratory on Sustainability: Linking Facilities, Operations, Curriculum, and Community Engagement., Council on Undergraduate Research Quarterly 35 (1)."
"Parnell",2014,"ND Schott, JE Hazel Jr, HC Fairley, M Kaplinski, RA Parnell. 2014. Gully monitoring at two locations in the Grand Canyon National Park, Arizona, 1996-2010, with emphasis on documenting effects of the March 2008 high-flow experiment, Open-File Report ."
"Porter",2014,"RC Porter, MJ Fouch, NC Schmerr. 2014. Dynamic lithosphere within the Great Basin, Geochemistry, Geophysics, Geosystems 15 (4), 1128-1146."
"Porter",2014,"A Netto, R Porter. 2014. Receiver Function Analysis of the San Francisco Volcanic Field, AAPG Annual Convention and Exhibition ."
"Reid",2014,"RA Bouchet, J Blichert-Toft, MR Reid, A Levander, F Albarède. 2014. Similarities between the Th/U map of the western US crystalline basement and the seismic properties of the underlying lithosphere, Earth and Planetary Science Letters 391, 243-254."
"Sample",2014,"H Tobin, T Hirose, D Saffer, S Toczko, L Maeda, Y Kubo, B Boston, et al.. 2014. Integrated Ocean Drilling Program Expedition 348 Preliminary Report NanTroSEIZE Stage 3: NanTroSEIZE plate boundary deep riser 3, Integrated Ocean Drilling Program ."
"Sankey",2014,"LZ Temuulen Sankey, B. Dickson, S. Sesnie, O. Wang, A. Olsson. 2014. WorldView-2 high spatial resolution improves desert invasive plant detection, Photogrammetric Engineering and Remote Sensing 80, 59-67."
"Sisk",2014,"GG Singh, J Tam, TD Sisk, SC Klain, ME Mach, RG Martone, KMA Chan. 2014. A more social science: barriers and incentives for scientists engaging in policy, Frontiers in Ecology and the Environment 12 (3), 161-166."
"Sisk",2014,"EJ Bernstein, CM Albano, TD Sisk, TE Crews, S Rosenstock. 2014. Establishing cool‐season grasses on a degraded arid rangeland of the Colorado Plateau, Restoration Ecology 22 (1), 57-64."
"Sisk",2014,"WJ Palen, TD Sisk, ME Ryan, JL Árvai, M Jaccard, AK Salomon, et al.. 2014. Energy: Consider the global impacts of oil pipelines, Nature 510 (7506), 465-467."
"Sisk",2014,"BG Dickson, TD Sisk, SE Sesnie, RT Reynolds, SS Rosenstock, CD Vojta, et al.. 2014. Integrating single-species management and landscape conservation using regional habitat occurrence models: the northern goshawk in the Southwest, USA, Landscape Ecology 29, 803-815."
"Sisk",2014,"CT Ray, BG Dickson, TD Sisk, SE Sesnie. 2014. Spatial application of a predictive wildlife occurrence model to assess alternative forest management scenarios in northern Arizona, Forest ecology and management 322, 117-126."
"Smith",2014,"ME Smith, AR Carroll, BR Jicha, EJ Cassel, JJ Scott. 2014. Paleogeographic record of Eocene Farallon slab rollback beneath western North America, Geology 42 (12), 1039-1042."
"Smith",2014,"ME Smith, AR Carroll, JJ Scott, BS Singer. 2014. Early Eocene carbon isotope excursions and landscape destabilization at eccentricity minima: Green River Formation of Wyoming, Earth and Planetary Science Letters 403, 393-406."
"Springer",2014,"M Coles-Ritchie, SJ Solem, AE Springer, B Pendleton. 2014. Framework for springs stewardship program and proposed action development: Spring Mountains National Recreation Area, Humboldt-Toiyabe National Forest, Gen. Tech. Rep. RMRS-GTR- -330. Fort Collins, CO: US Department of Agriculture …."
"Springer",2014,"M Coles-Ritchie, SJ Solem, AE Springer, B Pendleton. 2014. Framework for springs stewardship program and proposed action development: Spring Mountains National Recreation Area, Humboldt-Toiyabe National Forest, Gen. Tech. Rep. RMRS-GTR- -330. Fort Collins, CO: US Department of Agriculture …."
"Springer",2014,"AE Springer. 2014. Groundwater and Ecosystems, Groundwater 52 (2), 173-173."
"Springer",2014,"X Zhao, D Du, A Springer, SR Masek Lopez. 2014. An econometric analysis of the impact of forest restoration on agriculture in the Verde River Watershed, Arizona: Working paper series--14-04, NAU WA Franke College of Business ."
"Springer",2014,"W Ha, S Masek Lopez, AE Springer. 2014. Fact Sheet: Field Considerations for Measuring Evapotranspiration with the Eddy Covariance Method., Ecological Restoration Institute Fact Sheet ."
"Stuart",2014,"D Stuart, RL Schewe, M McDermott. 2014. Reducing nitrogen fertilizer application as a climate change mitigation strategy: Understanding farmer decision-making and potential barriers to change in the US, Land use policy 36, 210-218."
"Stuart",2014,"AL Peralta, D Stuart, AD Kent, JT Lennon. 2014. A social–ecological framework for “micromanaging” microbial services, Frontiers in Ecology and the Environment 12 (9), 524-531."
"Stuart",2014,"B Petersen, D Stuart. 2014. Explanations of a changing landscape: a critical examination of the British Columbia bark beetle epidemic, Environment and Planning A 46 (3), 598-613."
"Stuart",2014,"D Stuart, E Benveniste, LM Harris. 2014. Evaluating the use of an environmental assurance program to address pollution from United States cropland, Land Use Policy 39, 34-43."
"Stuart",2014,"R Gunderson, D Stuart. 2014. Industrial animal agribusiness and environmental sociological theory: Applications and areas for development, International Journal of Sociology 44 (1), 54-74."
"Umhoefer",2014,"PJ Umhoefer, SJ Maloney, B Buchanan, JR Arrowsmith, et al.. 2014. Late Quaternary faulting history of the Carrizal and related faults, La Paz region, Baja California Sur, Mexico, Geosphere 10 (3), 476-504."
"Huntzinger",2013,"DN Huntzinger, C Schwalm, AM Michalak, K Schaefer, AW King, Y Wei, et al.. 2013. The North American carbon program multi-scale synthesis and terrestrial model intercomparison project–Part 1: Overview and experimental design, Geoscientific Model Development 6 (6), 2121-2133."
"Huntzinger",2013,"BM Raczka, KJ Davis, D Huntzinger, RP Neilson, B Poulter, et al.. 2013. Evaluation of continental carbon cycle simulations with North American flux tower observations, Ecological Monographs 83 (4), 531-556."
"Huntzinger",2013,"S Liu, Y Wei, WM Post, RB Cook, K Schaefer, MM Thornton. 2013. The Unified North American Soil Map and its implication on the soil organic carbon stock in North America, Biogeosciences 10 (5), 2915-2930."
"Huntzinger",2013,"CR Schwalm, DN Huntinzger, AM Michalak, JB Fisher, JS Kimball, et al.. 2013. Sensitivity of inferred climate model skill to evaluation decisions: a case study using CMIP5 evapotranspiration, Environmental Research Letters 8 (2), 024028."
"Huntzinger",2013,"M Geza, KS Lowe, DN Huntzinger, JE McCray. 2013. New conceptual model for soil treatment units: Formation of multiple hydraulic zones during unsaturated wastewater infiltration, Journal of environmental quality 42 (4), 1196-1204."
"Huntzinger",2013,"Y Wei, S Liu, D Huntzinger, AM Michalak, N Viovy, WM Post, CR Schwalm, et al.. 2013. The North American carbon program multi-scale synthesis and terrestrial model intercomparison project–part 2: environmental driver data, Geoscientific Model Development Discussions 6 (4), 5375-5422."
"Huntzinger",2013,"A Michalak, D Huntzinger, G Shrestha. 2013. Progress and Future Directions in North American Carbon Cycle Science: North American Carbon Program 4th All Investigators Meeting; Albuquerque, NM, 4–7 February 2013, Eos, Transactions American Geophysical Union 94 (20), 184-184."
"Huntzinger",2013,"Y Wei, WM Post, RB Cook, PE Thornton, AR Jacobson, DN Huntzinger, et al.. 2013. NACP Regional: Supplemental Gridded Observations, Biosphere and Inverse Model Outputs, ORNL DAAC ."
"Johnson",2013,"NC Johnson, C Angelard, IR Sanders, ET Kiers. 2013. Predicting community and ecosystem outcomes of mycorrhizal responses to global change, Ecology letters 16, 140-153."
"Johnson",2013,"NC Johnson, JH Graham. 2013. The continuum concept remains a useful framework for studying mycorrhizal functioning, Plant and soil 363, 411-419."
"Joyal",2013,"AK Fremier, FAJ DeClerck, NA Bosque-Pérez, NE Carmona, R Hill, et al.. 2013. Understanding spatiotemporal lags in ecosystem services to improve incentives, BioScience 63 (6), 472-482."
"Kaufman",2013,". 2013. Continental-scale temperature variability during the past two millennia, Nature geoscience 6 (5), 339-346."
"Kaufman",2013,"D Scarponi, D Kaufman, A Amorosi, M Kowalewski. 2013. Sequence stratigraphy and the resolution of the fossil record, Geology 41 (2), 239-242."
"Kaufman",2013,"ME Badding, JP Briner, DS Kaufman. 2013. 10Be ages of late Pleistocene deglaciation and Neoglaciation in the north‐central Brooks Range, Arctic Alaska, Journal of Quaternary Science 28 (1), 95-102."
"Kaufman",2013,"GH Miller, DS Kaufman, S Clarke. 2013. Amino acid dating, Encyclopedia of quaternary science 37-48."
"Kaufman",2013,"AP Allen, MA Kosnik, DS Kaufman. 2013. Characterizing the dynamics of amino acid racemization using time-dependent reaction kinetics: a Bayesian approach to fitting age-calibration models, Quaternary Geochronology 18, 63-77."
"Kaufman",2013,"MA Kosnik, DS Kaufman, Q Hua. 2013. Radiocarbon-calibrated multiple amino acid geochronology of Holocene molluscs from Bramble and Rib Reefs (Great Barrier Reef, Australia), Quaternary Geochronology 16, 73-86."
"Kaufman",2013,"DS Kaufman, K Cooper, R Behl, K Billups, J Bright, K Gardner, P Hearty, et al.. 2013. Amino acid racemization in mono-specific foraminifera from Quaternary deep-sea sediments, Quaternary Geochronology 16, 50-61."
"Kaufman",2013,"PD Zander, DS Kaufman, SC Kuehn, KL Wallace, RS Anderson. 2013. Early and late Holocene glacial fluctuations and tephrostratigraphy, Cabin Lake, Alaska, Journal of Quaternary Science 28 (8), 761-771."
"Kaufman",2013,"K Penkman, D Kaufman. 2013. Amino acid geochronology: Recent perspectives, Quaternary Geochronology 16, 1-2."
"Kaufman",2013,"ACL Krawiec, DS Kaufman, DA Vaillencourt. 2013. Age models and tephrostratigraphy from two lakes on Adak Island, Alaska, Quaternary Geochronology 18, 41-53."
"Kaufman",2013,"GH Miller, J Brigham-Grette, RB Alley, L Anderson, HA Bauch, et al.. 2013. Paleoclimate history of the Arctic, Encyclopedia of Quaternary Science: Second Edition 113-125."
"Kaufman",2013,"RS Anderson, DS Kaufman, C Schiff, T Daigle, E Berg. 2013. The impact of Little Ice Age cooling on mountain hemlock (Tsuga mertensiana) distribution in southcentral, Alaska, Quaternary International 310, 228."
"Kaufman",2013,"M Ahmed, KJ Anchukaitis, A Asrat, HP Borgaonkar, M Braida, BM Buckley, et al.. 2013. Erratum: Continental-scale temperature variability during the past two millennia, Nature Geoscience 6 (6), 503-503."
"Kaufman",2013,"L von Gunten, DM Anderson, B Chase, M Curran, J Gergis, EP Gille, et al.. 2013. The backbone of PAGES 2k: data management and archiving, PAGES International Project Office ."
"Mueller",2013,"JM Mueller, W Swaffar, EA Nielsen, AE Springer, SM Lopez. 2013. Estimating the value of watershed services following forest restoration, Water Resources Research 49 (4), 1773-1781."
"Mueller",2013,"JB Loomis, JM Mueller. 2013. A spatial probit modeling approach to account for spatial spillover effects in dicotomous choice contingent valuation surveys, Journal of Agricultural and Applied Economics 45 (1), 53-63."
"Mueller",2013,"JM Mueller. 2013. Estimating Arizona residents’ willingness to pay to invest in research and development in solar energy, Energy policy 53, 462-476."
"Nielsen",2013,"T Chang, E Nielsen, W Auberle, FI Solop. 2013. A quantitative method to analyze the quality of EIA information in wind energy development and avian/bat assessments, Environmental impact assessment review 38, 142-150."
"Nielsen",2013,"JM Mueller, W Swaffar, EA Nielsen, AE Springer, SM Lopez. 2013. Estimating the value of watershed services following forest restoration, Water Resources Research 49 (4), 1773-1781."
"Nielsen",2013,"K McSweeney, Z Pearson. 2013. Prying Native People from Native Lands: Narco Business in Honduras, NACLA Report on the Americas 46 (4), 7-12."
"Nielsen",2013,"E Nielsen, F Solop. 2013. Fact sheet: Forest health and water supply protection project ballot measure: Exit poll results, Ecological Restoration Institute Fact Sheet ."
"Reid",2013,"ME Stelten, KM Cooper, JA Vazquez, MR Reid, GH Barfod, J Wimpenny, et al.. 2013. Magma mixing and the generation of isotopically juvenile silicic magma at Yellowstone caldera inferred from coupling 238U–230Th ages with trace elements and …, Contributions to Mineralogy and Petrology 166, 587-613."
"Sample",2013,"et al. Fulton, P., Brodsky, E.E., Kano, Y., Mori, J., Chester, F., Ishikawa et al.. 2013. Low Coseismic Friction on the Tohoku Fault Determined from Temperature Measurements, Science 342, 1214-1217."
"Sample",2013,"FM Chester, C Rowe, K Ujiie, J Kirkpatrick, C Regalla, F Remitti, et al.. 2013. Structure and composition of the plate-boundary slip zone for the 2011 Tohoku-Oki earthquake, Science 342 (6163), 1208-1211."
"Sample",2013,"K Ujiie, H Tanaka, T Saito, A Tsutsumi, JJ Mori, J Kameda, EE Brodsky, et al.. 2013. Low coseismic shear stress on the Tohoku-Oki megathrust determined from laboratory experiments, Science 342 (6163), 1211-1214."
"Sample",2013,"CD Rowe, JC Moore, F Remitti, IODP Expedition 343/343T Scientists. 2013. The thickness of subduction plate boundary faults from the seafloor into the seismogenic zone, Geology 41 (9), 991-994."
"Sample",2013,"W Lin, M Conin, JC Moore, F Chester, Y Nakamura, J Mori, L Anderson, et al.. 2013. Stress State in the Largest Displacement Area of the 2011 Tohoku-Oki Earthquake, Science 339 (6120), 687-690."
"Sample",2013,"W Lin, M Conin, JC Moore, FM Chester, Y Nakamura, JJ Mori, L Anderson, et al.. 2013. Expedition 343 Scientists (2013) Stress state in the largest displacement area of the 2011 Tohoku-Oki earthquake, Science 339 (6120), 687-690."
"Sample",2013,"J Claesgens, L Rubino-Hare, N Bloom, K Fredrickson, et al.. 2013. Professional Development Integrating Technology: Does Delivery Format Matter?., Science Educator 22 (1), 10-18."
"Sample",2013,"FM Chester, J Mori, N Eguchi, S Toczko. 2013. Expedition 343/343T Summary, Proc IODP 343, 1-28."
"Sanford",2013,"D Liptzin, RL Sanford, TR Seastedt. 2013. Spatial patterns of total and available N and P at alpine treeline, Plant and Soil 365, 127-140."
"Sanford",2013,"AP Kershaw, MB Bush, GS Hope, KF Weiss, JG Goldammerº, R Sanford. 2013. Centre for Palynology and Palaeoecology Department of Geography and Environmental Science, Sediment Rec. Biomass Burn. Glob. Chang 51, 413."
"Sisk",2013,"CA Schultz, TD Sisk, BR Noon, MA Nie. 2013. Wildlife conservation planning under the United States Forest Service's 2012 planning rule, The Journal of Wildlife Management 77 (3), 428-444."
"Sisk",2013,"JA Kenkel, T Sisk, K Hultine, S Sesnie, M Bowker, NC Johnson. 2013. Cars and canyons: Understanding roadside impacts of automobile pollution in Grand Canyon National Park, Park Science 30 (2), 52."
"Springer",2013,"JM Mueller, W Swaffar, EA Nielsen, AE Springer, SM Lopez. 2013. Estimating the value of watershed services following forest restoration, Water Resources Research 49 (4), 1773-1781."
"Springer",2013,"TA Sabol, AE Springer. 2013. Transient simulation of groundwater levels within a sandbar of the Colorado River, Marble Canyon, Arizona, 2004, Open-File Report ."
"Stuart",2013,"D Stuart, S Gillon. 2013. Scaling up to address new challenges to conservation on US farmland, Land Use Policy 31, 223-236."
"Stuart",2013,"D Stuart, RL Schewe, R Gunderson. 2013. Extending social theory to farm animals: Addressing alienation in the dairy sector, Sociologia ruralis 53 (2), 201-222."
"Stuart",2013,"D Stuart, MR Woroosz. 2013. The myth of efficiency: technology and ethics in industrial food production, Journal of agricultural and environmental ethics 26, 231-256."
"Umhoefer",2013,"MM Coyan, JR Arrowsmith, P Umhoefer, J Coyan, G Kent, N Driscoll, et al.. 2013. Geometry and Quaternary slip behavior of the San Juan de los Planes and Saltito fault zones, Baja California Sur, Mexico: Characterization of rift-margin normal faults, Geosphere 9 (3), 426-443."
"Umhoefer",2013,"M Busch, JR Arrowsmith, P Umhoefer, J Coyan, G Kent, N Driscoll, et al.. 2013. Geometry, segmentation, and Quaternary slip behavior of the San Juan de los Planes and Saltito fault zones, Baja California Sur, Mexico: Characterization of rift-margin normal …, Geosphere ."
"Hoisch",2012,"ML Wells, TD Hoisch, AM Cruz‐Uribe, JD Vervoort. 2012. Geodynamics of synconvergent extension and tectonic mode switching: Constraints from the Sevier‐Laramide orogen, Tectonics 31 (1)."
"Huntzinger",2012,"YQ Luo, JT Randerson, G Abramowitz, C Bacour, E Blyth, N Carvalhais, et al.. 2012. A framework for benchmarking land models, Biogeosciences 9 (10), 3857-3874."
"Huntzinger",2012,"DN Huntzinger, WM Post, Y Wei, AM Michalak, TO West, AR Jacobson, et al.. 2012. North American Carbon Program (NACP) regional interim synthesis: Terrestrial biospheric model intercomparison, Ecological Modelling 232, 144-157."
"Huntzinger",2012,"DJ Hayes, DP Turner, G Stinson, AD McGuire, Y Wei, TO West, LS Heath, et al.. 2012. Reconciling estimates of the contemporary North American carbon balance among terrestrial biosphere models, atmospheric inversions, and a new approach for estimating net …, Global Change Biology 18 (4), 1282-1299."
"Huntzinger",2012,"SM Gourdji, KL Mueller, V Yadav, DN Huntzinger, AE Andrews, et al.. 2012. North American CO2 exchange: inter-comparison of modeled estimates with results from a fine-scale atmospheric inversion, Biogeosciences 9 (1), 457-475."
"Huntzinger",2012,"AW King, DJ Hayes, DN Huntzinger, TO West, WM Post. 2012. North American carbon dioxide sources and sinks: magnitude, attribution, and uncertainty, Frontiers in Ecology and the Environment 10 (10), 512-519."
"Huntzinger",2012,"S Liu, Y Wei, WM Post, RB Cook, K Schaefer, MM Thornton. 2012. The Unified North American Soil Map and its implication on the soil organic carbon stock in North America., Biogeosciences Discussions 9 (10)."
"Kaufman",2012,"PU Clark, JD Shakun, PA Baker, PJ Bartlein, S Brewer, E Brook, et al.. 2012. Global climate evolution during the last deglaciation, Proceedings of the National Academy of Sciences 109 (19), E1134-E1142."
"Kaufman",2012,"DS Kaufman, BJL Jensen, AV Reyes, CJ Schiff, DG Froese, NJG Pearce. 2012. Late Quaternary tephrostratigraphy, Ahklun Mountains, SW Alaska, Journal of Quaternary Science 27 (4), 344-359."
"Kaufman",2012,"DS Kaufman, Y Axford, RS Anderson, SF Lamoureux, DE Schindler, et al.. 2012. A multi-proxy record of the Last Glacial Maximum and last 14,500 years of paleoenvironmental change at Lone Spruce Pond, southwestern Alaska, Journal of Paleolimnology 48, 9-26."
"Kaufman",2012,"JW Huntley, DS Kaufman, M Kowalewski, CS Romanek, RJ Neves. 2012. Sub-centennial resolution amino acid geochronology for the freshwater mussel Lampsilis for the last 2000 years, Quaternary Geochronology 9, 75-85."
"Kaufman",2012,"NJ Van Ee, KE Cooper, DS Kaufman, GP Ebe. 2012. Evaluation of amino acid racemization variability in Quaternary corals, Proceedings of the 12th International Coral Reef Symposium, 9-13."
"Kaufman",2012,"DS Kaufman. 2012. Introduction to the JoPL special issue,“Holocene paleoenvironmental records from Arctic lake sediment”, Journal of paleolimnology 48, 1-7."
"Kaufman",2012,"D Kaufman. 2012. Rates of amino acid racemization in foraminifera from deep-sea cores, Quaternary International 279, 237."
"Kaufman",2012,"D Kaufman. 2012. Early Holocene environmental transformations at Lone Spruce Pond, southwestern Alaska, Quaternary International 279, 237-238."
"Nielsen",2012,"ST Plumb, EA Nielsen, YS Kim. 2012. Challenges of opportunity cost analysis in planning REDD+: a Honduran case study of social and cultural values associated with indigenous forest uses, Forests 3 (2), 244-264."
"Nielsen",2012,"CC Harris, EA Nielsen, DR Becker, DJ Blahna, WJ McLaughlin. 2012. Results of community deliberation about social impacts of ecological restoration: comparing public input of self-selected versus actively engaged community members, Environmental Management 50, 191-203."
"Reid",2012,"MR Reid, RA Bouchet, J Blichert-Toft, A Levander, K Liu, MS Miller, et al.. 2012. Melting under the Colorado Plateau, USA, Geology 40 (5), 387-390."
"Sample",2012,"FM Chester, JJ Mori, S Toczko, N Eguchi, Y Kido, S Saito, Y Sanada, et al.. 2012. Integrated ocean drilling program expedition 343/343T preliminary report, Japan Trench Fast Drilling Project (JFAST), 1 April–24 May 2012 and 5–19 July 2012, Integrated Ocean Drilling Project Preliminary Report 343."
